Line Number	Encoder Layer	Translation
"Er war eine große Nummer im Geschäft.
"	20	He was a big deal in the business.
"Er war eine große Nummer im Geschäft.
"	21	He was a big deal in the business.
"Er war eine große Nummer im Geschäft.
"	22	He was a big deal in the business.
"Er war eine große Nummer im Geschäft.
"	23	He was a big deal in the business.
"Er war eine große Nummer im Geschäft.
"	24	He was a big deal in the business.
"Eines Tages will er auch eine große Nummer sein.
"	0	E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E.
"Eines Tages will er auch eine große Nummer sein.
"	1	It's a nice to have a drink.
"Eines Tages will er auch eine große Nummer sein.
"	2	- I Nur
"Eines Tages will er auch eine große Nummer sein.
"	3	He's a really great guy.
"Eines Tages will er auch eine große Nummer sein.
"	4	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	5	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	6	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	7	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	8	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	9	One day he wants to be a big number.
"Eines Tages will er auch eine große Nummer sein.
"	10	One day he wants to be a big shot.
"Eines Tages will er auch eine große Nummer sein.
"	11	One day he wants to be a big shot.
"Eines Tages will er auch eine große Nummer sein.
"	12	He wants to be a big shot, too, someday.
"Eines Tages will er auch eine große Nummer sein.
"	13	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	14	One day he wants to be a big shot.
"Eines Tages will er auch eine große Nummer sein.
"	15	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	16	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	17	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	18	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	19	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	20	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	21	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	22	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	23	He wants to be a big shot someday.
"Eines Tages will er auch eine große Nummer sein.
"	24	He wants to be a big shot someday.
"Ihre Laune ging mir gegen den Strich.
"	0	Aune your own.
"Ihre Laune ging mir gegen den Strich.
"	1	I'm going to the the your.
"Ihre Laune ging mir gegen den Strich.
"	2	I'
"Ihre Laune ging mir gegen den Strich.
"	3	I was in a new job.
"Ihre Laune ging mir gegen den Strich.
"	4	Your laune went to me against the Strich. 
"Ihre Laune ging mir gegen den Strich.
"	5	Your laune went against me.
"Ihre Laune ging mir gegen den Strich.
"	6	Your laune went against the line.
"Ihre Laune ging mir gegen den Strich.
"	7	Your mood went against me.
"Ihre Laune ging mir gegen den Strich.
"	8	Her mood went against me.
"Ihre Laune ging mir gegen den Strich.
"	9	Your mood was against me.
"Ihre Laune ging mir gegen den Strich.
"	10	Her mood was against me.
"Ihre Laune ging mir gegen den Strich.
"	11	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	12	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	13	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	14	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	15	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	16	I was not happy with her.
"Ihre Laune ging mir gegen den Strich.
"	17	I was not pleased with her temper.
"Ihre Laune ging mir gegen den Strich.
"	18	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	19	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	20	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	21	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	22	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	23	I didn't like her temper.
"Ihre Laune ging mir gegen den Strich.
"	24	I didn't like her temper.
"Wenn alle Stricke reißen, wandere ich aus.
"	0	in a mixer, in early in early.
"Wenn alle Stricke reißen, wandere ich aus.
"	1	If I'm not a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a- - I have a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a- now that I have a-a-a-a-a-
"Wenn alle Stricke reißen, wandere ich aus.
"	2	I'
"Wenn alle Stricke reißen, wandere ich aus.
"	3	I'll go and see my friend.
"Wenn alle Stricke reißen, wandere ich aus.
"	4	If all the stricke, I'm out.
"Wenn alle Stricke reißen, wandere ich aus.
"	5	If all the stitches are out, I'm out.
"Wenn alle Stricke reißen, wandere ich aus.
"	6	If all the stripes are out, I'm out.
"Wenn alle Stricke reißen, wandere ich aus.
"	7	If all the ropes are out, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	8	If all the ropes are off, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	9	If all the ropes come off, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	10	When all the ropes come off, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	11	If all the ropes are ripped, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	12	When all the ropes come off, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	13	When all the ropes come off, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	14	If all the ropes are off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	15	If all the ropes fall off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	16	If all the ropes fall off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	17	If all the ropes fall off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	18	If all the ropes fall off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	19	If all the ropes are off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	20	When all the ropes fall off, I'll move out.
"Wenn alle Stricke reißen, wandere ich aus.
"	21	When all the ropes fall off, I'll emigrate.
"Wenn alle Stricke reißen, wandere ich aus.
"	22	When all the ropes are down, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	23	When all the ropes are down, I'm moving out.
"Wenn alle Stricke reißen, wandere ich aus.
"	24	If all the ropes are broken, I'll emigrate.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	0	in a similar way, in a t.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	1	I'll be there, if I have any.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	2	I'll be right here.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	3	I'll see you tomorrow.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	4	I'm going to be there when all the stripes come out.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	5	I'll be there to fight me if all the lines are cut.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	6	I'll only be there when all the stripes are out.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	7	I'll only be there when all the stripes are out.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	8	I'll only be there when all the stripes are out.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	9	I'll only be there when all the ropes come off.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	10	I'm going to apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	11	I'll be applying there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	12	I'll apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	13	I'll apply there when all the ropes come off.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	14	I'll apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	15	I'll apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	16	I'll apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	17	I'll apply there when all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	18	I'll apply there when all the ropes have been pulled.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	19	I'll apply there when all the ropes have been pulled.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	20	I'm not going to apply there until all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	21	I'm not going to apply there until all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	22	I'm not applying there until all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	23	I'm not going to apply there until all the ropes are down.
"Ich werde mich erst dort bewerben, wenn alle Stricke reißen.
"	24	I'm not applying there until all the ropes are down.
"Beim Fußball sind Tore das Salz in der Suppe.
"	0	Tinder in Tinder is a form of Tinder in Tinder.
"Beim Fußball sind Tore das Salz in der Suppe.
"	1	I'm sure you'd be a nice now.
"Beim Fußball sind Tore das Salz in der Suppe.
"	2	- What's that?
"Beim Fußball sind Tore das Salz in der Suppe.
"	3	- I know.
"Beim Fußball sind Tore das Salz in der Suppe.
"	4	The ball is the ball in the ball.
"Beim Fußball sind Tore das Salz in der Suppe.
"	5	The ball is the Tore in the Suppe.
"Beim Fußball sind Tore das Salz in der Suppe.
"	6	The ball is the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	7	The ball is the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	8	In football, the balls are the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	9	In football, the goal is the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	10	In football, the goal is the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	11	In football, goals are the salt in the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	12	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	13	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	14	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	15	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	16	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	17	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	18	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	19	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	20	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	21	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	22	In football, goals are the salt of the soup.
"Beim Fußball sind Tore das Salz in der Suppe.
"	23	In football, goals are the salt of the earth.
"Beim Fußball sind Tore das Salz in der Suppe.
"	24	In football, goals are the salt of the earth.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	0	I have the same in the same way. in the same way. in the same way.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	1	The was the supple and the outff and the.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	2	The's and made the's and the's' und' in der.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	3	I was a-t-i-t-i-i-t-i-t-i-i-t-i-i-t-t-t-t-t-in-a-t-an-a-a-a-t-t-t-an-a-a-t-a-t-an-a-t-an-a-t-an-a-t-an-a-t-an-a-an-an-a-an-an-a-an-an-a-an-an-an-a-an-an-an-a-an-an-a-an-an-an-a-
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	4	The farm was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	5	The farm was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	6	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	7	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	8	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	9	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	10	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	11	The farmer's shop was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	12	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	13	The farmhouse was the salt in the soup and made the trip better.
"Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
"	14	The farmhouse was the salt in the soup and made the trip better.
